"","cluster","bcluster","pitch_name","woba.x","n.x","woba.y","n.y","error","rank1","rank2","rank_error"
"49",3,2,"4-Seam Fastball",0.134659090909091,88,0.303225806451613,62,-0.168566715542522,1,2,1
"50",3,1,"4-Seam Fastball",0.356734366648851,1871,0.362185929648241,796,-0.00545156299939031,4,3,1
"51",3,4,"4-Seam Fastball",0.305721393034826,201,0.362686567164179,201,-0.0569651741293533,3,4,1
"52",3,3,"4-Seam Fastball",0.359306409130817,6834,0.369520024457352,3271,-0.010213615326536,5,5,0
"53",3,5,"Changeup",0.10625,32,0.201515151515152,33,-0.0952651515151515,1,1,0
"54",3,1,"Changeup",0.270573870573871,819,0.263551401869159,321,0.00702246870471168,3,2,1
"55",3,3,"Changeup",0.299735729386892,2838,0.296758922068463,1373,0.00297680731842898,4,3,1
"56",3,4,"Changeup",0.172549019607843,102,0.331707317073171,82,-0.159158297465328,2,4,2
"57",3,1,"Curveball",0.249142857142857,175,0.322083333333333,120,-0.0729404761904762,1,1,0
"58",3,3,"Curveball",0.320640834575261,671,0.352224824355972,427,-0.0315839897807111,2,2,0
"59",3,1,"Cutter",0.337823834196891,193,0.324380165289256,121,0.013443668907635,2,1,1
"60",3,3,"Cutter",0.31990171990172,407,0.342063492063492,252,-0.0221617721617722,1,2,1
"61",3,5,"Sinker",0.195774647887324,142,0.232051282051282,78,-0.0362766341639581,1,1,0
"62",3,2,"Sinker",0.256164383561644,73,0.280263157894737,76,-0.024098774333093,2,2,0
"63",3,1,"Sinker",0.329977777777778,2250,0.352528977871444,949,-0.0225512000936658,4,3,1
"64",3,4,"Sinker",0.261466165413534,266,0.379908675799087,219,-0.118442510385553,3,4,1
"65",3,3,"Sinker",0.364776303187851,7309,0.388778928136419,3284,-0.0240026249485684,5,5,0
"66",3,5,"Slider",0.0993243243243243,74,0.182407407407407,54,-0.0830830830830831,1,1,0
"67",3,1,"Slider",0.272823129251701,1470,0.267448856799037,831,0.00537427245266336,3,2,1
"68",3,3,"Slider",0.276438482886216,5405,0.280790960451977,2655,-0.0043524775657609,4,3,1
"69",3,4,"Slider",0.250578034682081,173,0.295833333333333,192,-0.0452552986512524,2,4,2
"70",3,3,"Split Finger",0.255701078582435,649,0.250831024930748,361,0.00487005365168658,2,1,1
"71",3,1,"Split Finger",0.204273504273504,117,0.27421875,64,-0.0699452457264957,1,2,1
"72",4,3,"",0.344366197183099,71,0.468918918918919,74,-0.12455272173582,1,1,0
"73",4,3,"2-Seam Fastball",0.356051121544079,1917,0.368374316939891,732,-0.0123231953958114,3,1,2
"74",4,4,"2-Seam Fastball",0.202127659574468,47,0.382978723404255,47,-0.180851063829787,1,2,1
"75",4,1,"2-Seam Fastball",0.310842105263158,475,0.41328125,192,-0.102439144736842,2,3,1
"76",4,2,"4-Seam Fastball",0.201020408163265,98,0.187121212121212,66,0.0138991960420532,2,1,1
"77",4,5,"4-Seam Fastball",0.146111111111111,180,0.237878787878788,99,-0.0917676767676768,1,2,1
"78",4,1,"4-Seam Fastball",0.348154596100279,1436,0.327171052631579,760,0.0209835434686996,4,3,1
"79",4,4,"4-Seam Fastball",0.25625,160,0.350773195876289,194,-0.0945231958762887,3,4,1
"80",4,3,"4-Seam Fastball",0.36634775374376,6010,0.356135401974612,2836,0.0102123517691483,5,5,0
"81",4,4,"Changeup",0.212280701754386,57,0.293636363636364,55,-0.0813556618819777,1,1,0
"82",4,1,"Changeup",0.238149688149688,481,0.306590909090909,220,-0.0684412209412209,2,2,0
"83",4,3,"Changeup",0.310827374872319,1958,0.308176100628931,795,0.0026512742433879,3,3,0
"84",4,3,"Curveball",0.230514705882353,136,0.265845070422535,142,-0.0353303645401823,1,1,0
"85",4,1,"Cutter",0.264664804469274,358,0.328461538461538,195,-0.0637967339922647,1,1,0
"86",4,3,"Cutter",0.360559495665879,1269,0.350745033112583,604,0.00981446255329588,2,2,0
"87",4,2,"Knuckle Curve",0.0195652173913043,46,0.184285714285714,35,-0.16472049689441,1,1,0
"88",4,5,"Knuckle Curve",0.0293269230769231,104,0.204838709677419,62,-0.175511786600496,2,2,0
"89",4,1,"Knuckle Curve",0.278352941176471,850,0.255255681818182,352,0.0230972593582888,4,3,1
"90",4,4,"Knuckle Curve",0.202105263157895,95,0.284285714285714,105,-0.0821804511278196,3,4,1
"91",4,3,"Knuckle Curve",0.283741740088106,3632,0.31056236481615,1387,-0.0268206247280443,5,5,0
"92",4,4,"Sinker",0.221296296296296,54,0.33,50,-0.108703703703704,1,1,0
"93",4,1,"Sinker",0.358259587020649,339,0.411309523809524,168,-0.0530499367888748,2,2,0
"94",4,3,"Sinker",0.362397540983607,1464,0.421187800963082,623,-0.0587902599794753,3,3,0
"95",4,4,"Slider",0.277450980392157,51,0.147311827956989,93,0.130139152435168,3,1,2
"96",4,5,"Slider",0.0580645161290323,62,0.188372093023256,43,-0.130307576894224,1,2,1
"97",4,1,"Slider",0.253140916808149,589,0.279715762273902,387,-0.0265748454657524,2,3,1
"98",4,3,"Slider",0.288930457746479,2272,0.332808398950131,1143,-0.0438779412036524,4,4,0
"99",4,3,"Split Finger",0.284190231362468,389,0.30195530726257,179,-0.017765075900102,1,1,0
"100",5,3,"2-Seam Fastball",0.389285714285714,112,0.445555555555556,45,-0.0562698412698412,1,1,0
"101",5,5,"4-Seam Fastball",0.208270676691729,133,0.168617021276596,94,0.0396536554151336,1,1,0
"102",5,2,"4-Seam Fastball",0.233802816901408,71,0.309615384615385,52,-0.0758125677139762,2,2,0
"103",5,1,"4-Seam Fastball",0.351280175566935,1367,0.350214899713467,698,0.00106527585346788,4,3,1
"104",5,3,"4-Seam Fastball",0.384023605150215,4660,0.401586174242424,2112,-0.0175625690922097,5,4,1
"105",5,4,"4-Seam Fastball",0.304301075268817,186,0.431944444444444,144,-0.127643369175627,3,5,2
"106",5,4,"Changeup",0.229807692307692,52,0.214772727272727,44,0.015034965034965,1,1,0
"107",5,1,"Changeup",0.291076115485564,381,0.259641255605381,223,0.0314348598801831,2,2,0
"108",5,3,"Changeup",0.335401750198886,1257,0.3209375,640,0.0144642501988863,3,3,0
"109",5,1,"Curveball",0.223851590106007,283,0.263212435233161,193,-0.0393608451271535,1,1,0
"110",5,4,"Curveball",0.230232558139535,43,0.289285714285714,42,-0.0590531561461794,2,2,0
"111",5,3,"Curveball",0.286726546906188,1002,0.31453488372093,602,-0.0278083368147426,3,3,0
"112",5,1,"Sinker",0.368617021276596,94,0.3375,32,0.0311170212765957,1,1,0
"113",5,3,"Sinker",0.433755760368664,434,0.404166666666667,108,0.0295890937019969,2,2,0
"114",5,4,"Slider",0.266129032258065,62,0.274666666666667,75,-0.00853763440860217,2,1,1
"115",5,3,"Slider",0.28717424629535,1957,0.3141925777332,997,-0.0270183314378495,3,2,1
"116",5,1,"Slider",0.24912739965096,573,0.32751572327044,318,-0.0783883236194804,1,3,2
"117",5,3,"Split Finger",0.198165137614679,109,0.274242424242424,66,-0.0760772866277453,1,1,0
"118",6,3,"",0.273888888888889,180,0.375167785234899,149,-0.10127889634601,1,1,0
"119",6,2,"2-Seam Fastball",0.119672131147541,61,0.142957746478873,71,-0.0232856153313323,1,1,0
"120",6,5,"2-Seam Fastball",0.151428571428571,280,0.216666666666667,99,-0.0652380952380952,2,2,0
"121",6,1,"2-Seam Fastball",0.37280912364946,2499,0.331610337972167,1006,0.0411987856772928,4,3,1
"122",6,3,"2-Seam Fastball",0.373957042544403,9684,0.390342504211117,3562,-0.0163854616667142,5,4,1
"123",6,4,"2-Seam Fastball",0.357679180887372,293,0.444105691056911,246,-0.0864265101695386,3,5,2
"124",6,5,"4-Seam Fastball",0.194092827004219,474,0.205284552845528,246,-0.0111917258413091,1,1,0
"125",6,2,"4-Seam Fastball",0.205510204081633,245,0.301034482758621,145,-0.0955242786769881,2,2,0
"126",6,4,"4-Seam Fastball",0.291472868217054,516,0.317542213883677,533,-0.0260693456666231,3,3,0
"127",6,1,"4-Seam Fastball",0.333051920641621,4738,0.348092369477912,1992,-0.0150404488362907,4,4,0
"128",6,3,"4-Seam Fastball",0.368039533940061,17251,0.375398132894014,7284,-0.00735859895395286,5,5,0
"129",6,5,"Changeup",0.0950980392156863,51,0.260909090909091,55,-0.165811051693405,1,1,0
"130",6,3,"Changeup",0.336236345580933,5035,0.306257088846881,2645,0.0299792567340526,4,2,2
"131",6,1,"Changeup",0.295147679324894,1185,0.32109634551495,602,-0.0259486661900556,3,3,0
"132",6,4,"Changeup",0.182042253521127,142,0.332768361581921,177,-0.150726108060794,2,4,2
"133",6,2,"Curveball",0.0568181818181818,44,0.134375,32,-0.0775568181818182,1,1,0
"134",6,5,"Curveball",0.136725663716814,113,0.137,50,-0.00027433628318585,2,2,0
"135",6,4,"Curveball",0.181318681318681,91,0.25,121,-0.0686813186813187,3,3,0
"136",6,1,"Curveball",0.277278106508876,845,0.300146627565982,341,-0.0228685210571067,4,4,0
"137",6,3,"Curveball",0.299969567863664,3286,0.300480769230769,1456,-0.000511201367105196,5,5,0
"138",6,2,"Slider",0.106481481481481,108,0.163235294117647,102,-0.0567538126361656,2,1,1
"139",6,5,"Slider",0.0885964912280702,285,0.219303797468354,158,-0.130707306240284,1,2,1
"140",6,4,"Slider",0.195609065155807,353,0.227866666666667,375,-0.0322576015108593,3,3,0
"141",6,1,"Slider",0.255624620982414,3298,0.281344262295082,1525,-0.0257196413126684,4,4,0
"142",6,3,"Slider",0.280979987975608,11643,0.291378968253968,5040,-0.0103989802783606,5,5,0
"143",6,1,"Split Finger",0.17375,80,0.1734375,64,0.000312499999999993,1,1,0
"144",6,3,"Split Finger",0.282317979197623,673,0.281331168831169,308,0.000986810366453761,2,2,0
